image_id,filename,image_sha256,source_image_id,source_filename,transform,transform_family,label_quartile,baseline_outcome,attractiveness_mean,identity_group,width,height,timestamp,outcome,refusal,cause,pose_warning,sil_retry,routing,attempted_route,final_route,model_scheduled,skin_frac,framing,person_frac,override,crop_side_px,crop_padding_fraction,crop_outside,gate_band,gate_tilt,gate_yaw,skel_symmetry,model_raw,geom_bp_m,geom_cv_m,geom_bp_f,geom_cv_f,geom_cues,public_score,bp,bp_continuous,bp_band,cv,cv_continuous,cv_band,sex,sex_conf,sex_source,reliability,tier0_ffmi,tier0_bf,crosscheck,storage_invariant
T230__side_lighting,T230__side_lighting.jpg,654335a043dd24ca9d56a39682a91ddc7aa40483c60243619b98a92e2b1fa45e,T230,T230.jpg,side_lighting,lighting,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.934,,1915.6994,0.53310416,true,pass,0.0264,4.0,0.0335,40.910,49.99,63.02,80.89,78.59,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.46,6.72–10.00,7.50,7.46,6.72–10.00,f,,guess,,,,,true
T230__jpeg_q35,T230__jpeg_q35.jpg,ae6b1a0cd96fc57fc3104858fc23355cc64e694072cc1c787d0a59cb5bc30f90,T230,T230.jpg,jpeg_q35,jpeg,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.940,,1927.2441,0.53868105,true,pass,0.0292,0.6,0.0324,42.408,49.95,62.83,80.73,78.33,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.69,6.84–10.00,7.50,7.69,6.84–10.00,unknown,70%,unconfirmed,,,,,true
T230__rotate_3,T230__rotate_3.jpg,3a19967ad2606f8537d27b200b5b7a75bed6cfdcdcb45c633b874b43c4c28f29,T230,T230.jpg,rotate_3,rotation_camera_like,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.932,,1910.8511,0.53073188,true,pass,0.0376,0.6,0.0318,40.411,49.64,62.56,80.84,78.83,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.43,6.71–10.00,7.50,7.43,6.71–10.00,f,,guess,,,,,true
T230__perspective_mild,T230__perspective_mild.jpg,8927776269d8609560d661dd36e99aba1a49dece8275033d249c283dcd37c75d,T230,T230.jpg,perspective_mild,rotation_camera_like,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.960,,1967.7416,0.55747418,true,pass,0.0079,3.2,0.0134,45.892,50.79,63.79,81.98,80.67,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,8.17,7.02–10.00,8.00,8.17,7.02–10.00,unknown,57%,unconfirmed,,,,,true
T230__gaussian_blur_1_5,T230__gaussian_blur_1_5.jpg,04174f3816950e29defbe5b8c5bd4c829e2e54d8f1cfb2e1f9c0b78dd34a4faa,T230,T230.jpg,gaussian_blur_1_5,rotation_camera_like,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.944,,1935.9566,0.54282394,true,pass,0.0306,0.7,0.0419,39.423,49.98,62.62,80.79,78.65,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.38,6.68–10.00,7.50,7.38,6.68–10.00,unknown,73%,unconfirmed,,,,,true
T200__original,T200__original.jpg,fd2061ee7cb5e483263e52a5c2fd7a2ade376f51954df503bbd085ac7c385fb8,T200,T200.jpg,original,control,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.935,,1916.2936,0.53339367,true,pass,0.0238,4.3,0.0253,37.904,50.93,63.27,80.16,77.52,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.13,6.52–8.63,7.00,7.13,6.52–8.63,f,,guess,,,,,true
T200__mirror,T200__mirror.jpg,b5f3ec4da2ec78fe01927d46d707b0743a8b75aabd47309eb359bf3fcdbd9b99,T200,T200.jpg,mirror,mirror,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.951,,1949.3976,0.54910661,true,pass,0.0168,4.5,0.0298,43.859,52.38,64.82,81.42,79.69,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.89,6.93–10.00,8.00,7.89,6.93–10.00,unknown,59%,unconfirmed,,,,,true
T200__crop_center_10,T200__crop_center_10.jpg,d76727865e9c08cc786d109ad69bbe71575efa0c50ddc65db855389c3d93ee75,T200,T200.jpg,crop_center_10,crop,3,scored,3.40,T200,769,1427,,scored,,,,0,clothed→geometry,geometry,geometry,false,11%,torso,1.000,framing,1641.0500,0.59251964,true,degraded,0.0354,5.6,,,52.80,65.17,65.90,66.87,whr+vTaper+shoulderHip,6.50–6.50,6.50–6.50,6.32–6.73,4.85–10.00,6.50–6.50,6.32–6.73,4.85–10.00,unknown,63%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T200__crop_legs_20,T200__crop_legs_20.jpg,058e4462528ab93aa2bf044285fd4735666675e6cfe901693ba8826e11f0b1f7,T200,T200.jpg,crop_legs_20,crop,3,scored,3.40,T200,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,7%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0133,1.0,,,43.17,58.23,80.52,78.81,whr+vTaper+shoulderHip,6.00–7.50,6.00–7.50,5.94–7.60,4.44–10.00,6.00–7.50,5.94–7.60,4.44–10.00,unknown,55%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T200__pad_wide_black,T200__pad_wide_black.jpg,e12b25699599d3d1343fe9be9b847a1f9028c409c1c17a4de363e3ed7e7c9bc2,T200,T200.jpg,pad_wide_black,padding_aspect,3,scored,3.40,T200,1345,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.940,,1926.4329,0.35380165,true,pass,0.0227,8.1,0.0332,38.372,47.72,61.87,38.73,36.43,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.16,6.54–8.87,7.00,7.16,6.54–8.87,f,,guess,,,,,true
T200__pad_tall_black,T200__pad_tall_black.jpg,859a376fd071ebfbc8c2443a2440acbff411bb3393277ca1d796e11fd1cc1c7f,T200,T200.jpg,pad_tall_black,padding_aspect,3,scored,3.40,T200,961,2318,,scored,,,,0,clothed→model,model,model,true,6%,full,0.766,,2042.1216,0.52941099,true,pass,0.0347,1.9,0.0269,41.963,51.17,63.70,81.06,79.11,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.57,6.78–10.00,7.50,7.57,6.78–10.00,unknown,50%,unconfirmed,,,,,true
T200__canvas_light_gray,T200__canvas_light_gray.jpg,b13de9deef6073e2ccacade69fdd1b4763c90c0a591bb0d902c0bb3e7cba5dda,T200,T200.jpg,canvas_light_gray,background_canvas,3,scored,3.40,T200,1201,2229,,scored,,,,0,clothed→model,model,model,true,5%,full,0.774,,1983.0587,0.39436992,true,pass,0.0085,2.0,0.0152,41.119,49.12,61.15,78.46,76.26,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.47,6.73–10.00,7.50,7.47,6.73–10.00,unknown,75%,unconfirmed,,,,,true
T200__aspect_squeeze_80,T200__aspect_squeeze_80.jpg,ad2e8190638aa641447bab278b0b77db1f84b30e55f799daaa433e4b24831452,T200,T200.jpg,aspect_squeeze_80,padding_aspect,3,scored,3.40,T200,769,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.886,,1816.3747,0.59830095,true,pass,0.0178,22.7,0.0104,48.686,54.60,66.55,79.69,77.66,whr+vTaper+shoulderHip+legTorso+symmetry,9.00,9.00,8.77,7.15–10.00,9.00,8.77,7.15–10.00,unknown,50%,unconfirmed,,,,,true
T200__resolution_256,T200__resolution_256.jpg,713fca196084cd5d46aa10203c3ff92b6b0e017220bfe564de6268d1e613685f,T200,T200.jpg,resolution_256,resolution,3,scored,3.40,T200,138,256,,scored,,,,0,clothed→model,model,model,true,7%,full,0.953,,280.7022,0.55163941,true,pass,0.0274,7.9,0.0240,44.286,51.79,64.30,81.41,80.11,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.94,6.95–10.00,8.00,7.94,6.95–10.00,f,,guess,,,,,true
T200__brightness_70,T200__brightness_70.jpg,aa303079215615a9da532889f51bd945d1aa4d9873296cedc5caeb6367ca0148,T200,T200.jpg,brightness_70,lighting,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.936,,1918.2839,0.53436141,true,pass,0.0394,7.3,0.0365,42.673,51.22,63.54,80.45,77.79,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.74,6.86–10.00,7.50,7.74,6.86–10.00,f,,guess,,,,,true
T200__brightness_130,T200__brightness_130.jpg,b0d3c01b3c0ba38f920ded7104eff1c4f69b4f3c484ded59d32f8d392085044b,T200,T200.jpg,brightness_130,lighting,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.923,,1892.6429,0.52535891,true,pass,0.0280,7.4,0.0157,42.636,52.53,65.07,81.36,79.06,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.73,6.86–10.00,7.50,7.73,6.86–10.00,f,,guess,,,,,true
T200__contrast_70,T200__contrast_70.jpg,bbc970864cd296164b36e4c5990c44980d23f6fa114297d9a5391567ec7e5e37,T200,T200.jpg,contrast_70,lighting,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.948,,1943.8402,0.54652472,true,pass,0.0264,11.1,0.0170,39.609,51.69,64.42,81.51,79.29,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.39,6.69–10.00,7.50,7.39,6.69–10.00,f,,guess,,,,,true
T200__contrast_130,T200__contrast_130.jpg,431ab6c11ff0b6552b3714925838c5e273d959e8034a219edfb2fc7d5f55aba6,T200,T200.jpg,contrast_130,lighting,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.952,,1951.7249,0.55018126,true,pass,0.0166,10.4,0.0217,46.101,52.59,64.96,80.96,78.66,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,8.20,7.03–10.00,8.00,8.20,7.03–10.00,f,,guess,,,,,true
T200__side_lighting,T200__side_lighting.jpg,89c9542fc6b62c9bef52757c209c3bd69c5345a53a3cbfecc20d1c228af0fd89,T200,T200.jpg,side_lighting,lighting,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.931,,1908.1195,0.52938734,true,pass,0.0210,3.1,0.0217,39.958,51.80,64.31,81.03,78.56,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.41,6.70–10.00,7.50,7.41,6.70–10.00,unknown,64%,unconfirmed,,,,,true
T200__jpeg_q35,T200__jpeg_q35.jpg,4a1ed27bfcc705a64350502b1d78f1a3982668db1993ba3d8e84cb28e173134c,T200,T200.jpg,jpeg_q35,jpeg,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.936,,1920.1938,0.53528722,true,pass,0.0245,5.4,0.0268,38.145,51.62,63.98,80.41,77.44,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.14,6.53–8.70,7.00,7.14,6.53–8.70,unknown,62%,unconfirmed,,,,,true
T200__rotate_3,T200__rotate_3.jpg,117bb3dbbba53fea35a15d71356eb655772811b332895602baf06aa322e9290f,T200,T200.jpg,rotate_3,rotation_camera_like,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.953,,1954.4684,0.55144321,true,pass,0.0273,12.9,0.0520,42.328,51.23,63.49,80.90,79.47,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.68,6.84–10.00,7.50,7.68,6.84–10.00,f,,guess,,,,,true
T200__perspective_mild,T200__perspective_mild.jpg,3b03a3a97f16d713d705fe9ef1e317f83f23047fef92acc8811b4b2336eee057,T200,T200.jpg,perspective_mild,rotation_camera_like,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.963,,1974.8384,0.56064902,true,pass,0.0179,3.4,0.0204,42.416,51.54,64.23,81.79,80.48,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.69,6.84–10.00,7.50,7.69,6.84–10.00,unknown,58%,unconfirmed,,,,,true
T200__gaussian_blur_1_5,T200__gaussian_blur_1_5.jpg,7b576c58ad2160cb66232814126fb08eca98b16bf2774ff2a23677fb35981bbb,T200,T200.jpg,gaussian_blur_1_5,rotation_camera_like,3,scored,3.40,T200,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.944,,1934.9672,0.54235625,true,pass,0.0258,5.9,0.0343,39.266,51.24,63.45,80.28,78.32,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.37,6.68–10.00,7.50,7.37,6.68–10.00,f,,guess,,,,,true
T170__original,T170__original.jpg,6fe29d558fb66866d308ff8c9fe7bcec2526d1afccf920050aece0cae6cdcde9,T170,T170.jpg,original,control,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.946,,1940.3772,0.54490464,true,pass,0.0103,3.7,0.0181,37.872,52.36,64.60,80.48,78.85,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.13,6.52–8.63,7.00,7.13,6.52–8.63,f,,guess,,,,,true
T170__mirror,T170__mirror.jpg,359da0bbb49f1f2be424721f8770206a3469b623b657db768aad611dbf56c80f,T170,T170.jpg,mirror,mirror,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.949,,1946.7162,0.54786362,true,pass,0.0190,0.9,0.0225,38.955,52.81,65.14,81.14,80.49,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.27,6.61–10.00,7.50,7.27,6.61–10.00,unknown,53%,unconfirmed,,,,,true
T170__crop_center_10,T170__crop_center_10.jpg,c656d0a1d77c58576e1bb017d20bccaf8e293fb58700e4ef96e57da6e166b792,T170,T170.jpg,crop_center_10,crop,3,scored,4.62,T170,769,1427,,scored,,,,0,clothed→geometry,geometry,geometry,false,10%,torso,1.000,framing,1641.0500,0.59251964,true,degraded,0.0302,10.9,,,53.09,65.28,64.98,67.87,whr+vTaper+shoulderHip,6.50–6.50,6.50–6.50,6.33–6.73,4.86–10.00,6.50–6.50,6.33–6.73,4.86–10.00,unknown,64%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T170__crop_legs_20,T170__crop_legs_20.jpg,1eb6e633114be56d95bfda1470b8eb02ca6f41b54194aeaf2c6ea8e3a280b59b,T170,T170.jpg,crop_legs_20,crop,3,scored,4.62,T170,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,8%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0161,6.2,,,45.05,59.51,78.72,78.48,whr+vTaper+shoulderHip,7.50,7.50,7.46,5.57–10.00,7.50,7.46,5.57–10.00,f,,guess,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T170__pad_wide_black,T170__pad_wide_black.jpg,96e2a56402dfecf7df2cb2bb2cba5095f2066b53ddc6074bb04874f05563f281,T170,T170.jpg,pad_wide_black,padding_aspect,3,scored,4.62,T170,1345,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.947,,1942.2834,0.36430554,true,pass,0.0273,5.6,0.0308,38.368,50.01,63.97,42.59,39.65,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.16,6.54–8.86,7.00,7.16,6.54–8.86,f,,guess,,,,,true
T170__pad_tall_black,T170__pad_tall_black.jpg,c6d02bab7676e4f0a7b61a372fb6e7860c086a95221a0e25a50ef3d58f412c64,T170,T170.jpg,pad_tall_black,padding_aspect,3,scored,4.62,T170,961,2318,,scored,,,,0,clothed→model,model,model,true,3%,full,0.765,,2038.3357,0.52853694,true,pass,0.0227,1.8,0.0192,41.594,50.78,63.02,80.04,78.71,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.52,6.76–10.00,7.50,7.52,6.76–10.00,unknown,63%,unconfirmed,,,,,true
T170__canvas_light_gray,T170__canvas_light_gray.jpg,2c04f780344d8a4e892a326f4ff5d67fa1498da170ab7b9f2e17684ecb8d8c2f,T170,T170.jpg,canvas_light_gray,background_canvas,3,scored,4.62,T170,1201,2229,,scored,,,,0,clothed→model,model,model,true,3%,full,0.774,,1983.3094,0.39444648,true,pass,0.0142,5.1,0.0167,42.634,50.09,61.62,77.05,75.51,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.73,6.86–10.00,7.50,7.73,6.86–10.00,unknown,59%,unconfirmed,,,,,true
T170__aspect_squeeze_80,T170__aspect_squeeze_80.jpg,d5fa00e353ac13155cc7396e5a890502e85c54de13624217ddff23e971cc9fdb,T170,T170.jpg,aspect_squeeze_80,padding_aspect,3,scored,4.62,T170,769,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.891,,1826.9838,0.59649316,true,pass,0.0228,6.2,0.0200,44.185,54.26,66.23,79.95,78.94,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.93,6.94–10.00,8.00,7.93,6.94–10.00,m,87%,model,,,,,true
T170__resolution_256,T170__resolution_256.jpg,1473c6ee8fbb1050790270655439d9d262a68d4110187f61f4dbb4a1e1879160,T170,T170.jpg,resolution_256,resolution,3,scored,4.62,T170,138,256,,scored,,,,0,clothed→model,model,model,true,9%,full,0.948,,279.0064,0.54617275,true,pass,0.0247,3.3,0.0278,41.602,53.25,65.58,81.01,77.96,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.53,6.76–10.00,7.50,7.53,6.76–10.00,f,,guess,,,,,true
T170__brightness_70,T170__brightness_70.jpg,47b99208e7cd243287189cb1016dc9c7f328f9a4a8f68c5cf49bc015a595686a,T170,T170.jpg,brightness_70,lighting,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.952,,1951.5159,0.55008491,true,pass,0.0312,4.1,0.0241,40.489,52.06,63.90,78.95,76.64,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.44,6.71–10.00,7.50,7.44,6.71–10.00,f,,guess,,,,,true
T170__brightness_130,T170__brightness_130.jpg,d4928b40752421ac470844bbba5d1bbe9aa73c6b91af3dc5b5a8757c86032291,T170,T170.jpg,brightness_130,lighting,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.936,,1919.8816,0.53513610,true,pass,0.0148,4.8,0.0275,43.315,52.59,64.86,80.93,80.88,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.83,6.90–10.00,8.00,7.83,6.90–10.00,f,,guess,,,,,true
T170__contrast_70,T170__contrast_70.jpg,7676cc165b426e649545b3650db07961a4b908cb05e2d36b46d8a8260d843e9d,T170,T170.jpg,contrast_70,lighting,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.957,,1962.0469,0.55490167,true,pass,0.0170,9.2,0.0178,44.473,52.38,64.63,80.58,79.64,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.96,6.96–10.00,8.00,7.96,6.96–10.00,f,,guess,,,,,true
T170__contrast_130,T170__contrast_130.jpg,68e5ee1eff58e833bd6a95cedcf5494167671fbc03f8e19ee381112dc757341b,T170,T170.jpg,contrast_130,lighting,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.929,,1904.2146,0.52824325,true,pass,0.0023,6.8,0.0105,42.449,53.06,65.47,81.18,79.72,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.70,6.85–10.00,7.50,7.70,6.85–10.00,unknown,58%,unconfirmed,,,,,true
T170__side_lighting,T170__side_lighting.jpg,95572b2544b06c4df9e85e9ecdb2b8eb9e9633238e5e9392b5b2e547ff5cb3b9,T170,T170.jpg,side_lighting,lighting,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.949,,1945.5874,0.54733883,true,pass,0.0165,0.4,0.0239,37.641,52.62,64.87,80.73,79.12,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.12,6.51–8.57,7.00,7.12,6.51–8.57,f,,guess,,,,,true
T170__jpeg_q35,T170__jpeg_q35.jpg,5c2e91714ef68ca1394b9f777dd25fca84f8473f7089ade67a4d3f7e65273065,T170,T170.jpg,jpeg_q35,jpeg,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.947,,1941.2908,0.54533287,true,pass,0.0126,1.5,0.0209,37.790,52.84,64.99,80.40,78.89,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.12,6.52–8.60,7.00,7.12,6.52–8.60,f,,guess,,,,,true
T170__rotate_3,T170__rotate_3.jpg,a908c2efe8692a776b91418602c7364d5121021beaa29e1b7e8e887ecc37f623,T170,T170.jpg,rotate_3,rotation_camera_like,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.957,,1961.8951,0.55483279,true,pass,0.0242,13.8,0.0439,40.341,52.93,64.61,79.01,78.06,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.43,6.71–10.00,7.50,7.43,6.71–10.00,f,80%,model,,,,,true
T170__perspective_mild,T170__perspective_mild.jpg,d14fb9ac2d2259b94c613f008daa9d7a32216bccabd086893628eea1cceef11a,T170,T170.jpg,perspective_mild,rotation_camera_like,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.970,,1988.0843,0.56648401,true,pass,0.0114,7.3,0.0245,40.282,52.12,64.55,81.21,79.55,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.43,6.71–10.00,7.50,7.43,6.71–10.00,unknown,51%,unconfirmed,,,,,true
T170__gaussian_blur_1_5,T170__gaussian_blur_1_5.jpg,c4ec02c8841998e51eaffc90bea175c5a96ac8ffef6ccff36f9776cfbc6c4dd6,T170,T170.jpg,gaussian_blur_1_5,rotation_camera_like,3,scored,4.62,T170,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.950,,1947.1611,0.54807020,true,pass,0.0252,4.5,0.0239,38.323,52.69,64.90,80.67,80.24,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.15,6.54–8.78,7.00,7.15,6.54–8.78,f,,guess,,,,,true
H030__original,H030__original.jpg,50cc8926bbae834468473c8c1f8c6a28b7d93e210bb25820af0b1a6d05a36703,H030,H030.jpg,original,control,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.969,,1987.8933,0.56640069,true,pass,0.0100,18.0,0.0185,37.279,48.87,61.88,78.85,82.10,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.10,6.50–8.48,7.00,7.10,6.50–8.48,unknown,54%,unconfirmed,,,,,true
H030__mirror,H030__mirror.jpg,a173c5bd3e51cb2b4737c0eb5f3f60e77767e8ccab69e56da1c0c783c96c7b9b,H030,H030.jpg,mirror,mirror,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.972,,1992.3653,0.56834500,true,pass,0.0122,9.3,0.0219,39.868,47.92,60.87,76.28,79.17,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.41,6.69–10.00,7.50,7.41,6.69–10.00,unknown,58%,unconfirmed,,,,,true
H030__crop_center_10,H030__crop_center_10.jpg,c7d3fc20e7200721d239f410ad1894e2ed956c11a00b0f9a193b23e3dc30c319,H030,H030.jpg,crop_center_10,crop,3,scored,6.57,H030,769,1427,,scored,,,,0,clothed→geometry,geometry,geometry,false,0%,torso,1.000,framing,1641.0500,0.59251964,true,degraded,0.0280,3.2,,,35.33,51.04,78.23,83.13,whr+vTaper+shoulderHip,5.50–7.50,5.50–7.50,5.47–7.71,3.64–10.00,5.50–7.50,5.47–7.71,3.64–10.00,unknown,56%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
H030__crop_legs_20,H030__crop_legs_20.jpg,64956934c11e0fa40ea91994c882477145cd24008f405ff6f356973e6fdd03de,H030,H030.jpg,crop_legs_20,crop,3,scored,6.57,H030,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,0%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0133,4.5,,,38.42,53.29,75.76,81.52,whr+vTaper+shoulderHip,5.50–7.50,5.50–7.50,5.62–7.46,3.96–10.00,5.50–7.50,5.62–7.46,3.96–10.00,unknown,69%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
H030__pad_wide_black,H030__pad_wide_black.jpg,6970e5cab96e9c80ee329f90bdbc01e152e186e806e83972970ba88d4db9bc02,H030,H030.jpg,pad_wide_black,padding_aspect,3,scored,6.57,H030,1345,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.972,,1992.9190,0.39619829,true,pass,0.0094,3.7,0.0107,38.469,47.94,63.10,38.77,37.58,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.18,6.56–9.11,7.00,7.18,6.56–9.11,unknown,67%,unconfirmed,,,,,true
H030__pad_tall_black,H030__pad_tall_black.jpg,377432f141d36daabddefd7c886686f7cb99291168ac010ee67a42089e4a73e7,H030,H030.jpg,pad_tall_black,padding_aspect,3,scored,6.57,H030,961,2318,,scored,,,,0,clothed→model,model,model,true,0%,full,0.763,,2032.6640,0.52722142,true,pass,0.0125,3.5,0.0105,40.152,46.24,58.92,75.76,78.54,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.42,6.70–10.00,7.50,7.42,6.70–10.00,unknown,52%,unconfirmed,,,,,true
H030__canvas_light_gray,H030__canvas_light_gray.jpg,d2b4ef3563a667376870a563aa4afc8f47e1de319216ef1dd19ae764e6dd7ff5,H030,H030.jpg,canvas_light_gray,background_canvas,3,scored,6.57,H030,1201,2229,,scored,,,,0,clothed→model,model,model,true,0%,full,0.765,,1960.3521,0.38735495,true,pass,0.0100,1.2,0.0125,40.709,48.41,61.16,76.29,79.67,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.45,6.72–10.00,7.50,7.45,6.72–10.00,f,91%,model,,,,,true
H030__aspect_squeeze_80,H030__aspect_squeeze_80.jpg,38ab965ba012a0f27e6ff5aabaa325adf2b38e2f6d49d987a6c3ac3039df5ae9,H030,H030.jpg,aspect_squeeze_80,padding_aspect,3,scored,6.57,H030,769,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.967,,1983.5199,0.65149859,true,pass,0.0226,15.4,0.0293,46.602,48.81,61.75,78.78,81.96,whr+vTaper+shoulderHip+legTorso+symmetry,8.50,8.50,8.29,7.06–10.00,8.50,8.29,7.06–10.00,f,,guess,,,,,true
H030__resolution_256,H030__resolution_256.jpg,938fa1cdb35a9f8662f9fda70eedc3ce081c93f0a3c89ff979d5906673087f79,H030,H030.jpg,resolution_256,resolution,3,scored,6.57,H030,138,256,,scored,,,,0,clothed→model,model,model,true,0%,full,0.973,,286.3137,0.56904208,true,pass,0.0183,7.0,0.0158,39.069,49.59,62.31,76.97,80.73,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.29,6.63–10.00,7.50,7.29,6.63–10.00,f,,guess,,,,,true
